Count of jobtitle,,
Row Labels,Total,probablity
cotton reeler,4,6.25244E-05
cotton reeler (cotton mill),1,1.56311E-05
cotton ring piecer,1,1.56311E-05
cotton ring spinner,2,3.12622E-05
cotton rover,2,3.12622E-05
cotton salesman,2,3.12622E-05
cotton salesman warehouseman,1,1.56311E-05
cotton scutcher,3,4.68933E-05
cotton seamer,1,1.56311E-05
cotton sizing business owner,1,1.56311E-05
cotton spinner,69,0.001078546
cotton spinner & manufacturer,1,1.56311E-05
cotton spinner overseer,1,1.56311E-05
cotton stripper and grinder,1,1.56311E-05
cotton teaser,1,1.56311E-05
cotton tenter,1,1.56311E-05
cotton throstle spinner,1,1.56311E-05
cotton trade,1,1.56311E-05
cotton trade card room,1,1.56311E-05
cotton trade grey cloth agent,1,1.56311E-05
cotton trade weaver,1,1.56311E-05
cotton trader,1,1.56311E-05
cotton twiner,3,4.68933E-05
cotton twister,2,3.12622E-05
cotton warp dealer,1,1.56311E-05
cotton warp maker,1,1.56311E-05
cotton warp twister,1,1.56311E-05
cotton warper,7,0.000109418
cotton weaver,99,0.001547479
cotton weaver & drabbetmaker,1,1.56311E-05
cotton weaver & winder,1,1.56311E-05
cotton winder,23,0.000359515
cotton worker,7,0.000109418
cotton yarn agent,1,1.56311E-05
cotton yarn dresser,2,3.12622E-05
cotton yarn dyer,1,1.56311E-05
cotton yarn winder,1,1.56311E-05
council carman,1,1.56311E-05
council gardener,1,1.56311E-05
council lab,1,1.56311E-05
council labourer,2,3.12622E-05
council length-man,1,1.56311E-05
council lorry driver,1,1.56311E-05
council road repair man,1,1.56311E-05
council roadman,1,1.56311E-05
council worker,5,7.81555E-05
council worker (horseman),1,1.56311E-05
council worker/road sweeper,1,1.56311E-05
counter clerk and telegraphist,1,1.56311E-05
counting house clerk,2,3.12622E-05
country servant,1,1.56311E-05
countryman,2,3.12622E-05
county council road labourer,1,1.56311E-05
county court bailiff,2,3.12622E-05
county court clerk,4,6.25244E-05
county court judge,1,1.56311E-05
county court officer,1,1.56311E-05
county librarian,1,1.56311E-05
county medical officer of health,1,1.56311E-05
county policeman,1,1.56311E-05
court dressmaker,2,3.12622E-05
courtauld's foreman,1,1.56311E-05
couturier,1,1.56311E-05
covered harness furniture maker,1,1.56311E-05
cow keeper,17,0.000265729
cow man,1,1.56311E-05
cowherd,1,1.56311E-05
cowkeeper,15,0.000234467
cowkeeper & dairyman,1,1.56311E-05
cowman,17,0.000265729
cprl royal marine artillery,1,1.56311E-05
cprl/tailor in royal marine artillery,1,1.56311E-05
crab dealer,1,1.56311E-05
crane driver,14,0.000218835
crane driver (docks),2,3.12622E-05
crate maker,2,3.12622E-05
cratemaker,1,1.56311E-05
credit control clerk department store,1,1.56311E-05
credit draper,3,4.68933E-05
cremation undertaker,1,1.56311E-05
cricket ball maker,3,4.68933E-05
crinoline maker,1,1.56311E-05
crofter,52,0.000812818
crofter (bleach),1,1.56311E-05
crofters wife,1,1.56311E-05
cropper (cloth dresser),1,1.56311E-05
crown glassmaker,1,1.56311E-05
crown turner,1,1.56311E-05
crucible manufacturer,2,3.12622E-05
cup maker,1,1.56311E-05
curate,24,0.000375147
currier,85,0.001328644
currier (leather),2,3.12622E-05
currier and leather cutter,3,4.68933E-05
currier and leather dealer,1,1.56311E-05
currier apprentice,1,1.56311E-05
curriers salesman,2,3.12622E-05
curriers shopman,1,1.56311E-05
curriers warehouseman,1,1.56311E-05
curry comb maker,2,3.12622E-05
custard bagger,1,1.56311E-05
custom house clerk,1,1.56311E-05
custom house officer,5,7.81555E-05
customs,2,3.12622E-05
customs and excise officer,2,3.12622E-05
customs clerk,1,1.56311E-05
customs collector & supervisor of roads,1,1.56311E-05
customs house officer,7,0.000109418
"customs house officer, tide waiter",1,1.56311E-05
customs officer,24,0.000375147
customs officer - supervisor of excise,1,1.56311E-05
"customs officer, port authority",1,1.56311E-05
customs official,1,1.56311E-05
customs outdoor officer,1,1.56311E-05
customs service,2,3.12622E-05
cut nail maker,1,1.56311E-05
cutler,45,0.0007034
cutler & instrument maker,1,1.56311E-05
cutler surgical instrument maker,1,1.56311E-05
cutler's assistant,1,1.56311E-05
cutlery inspector,1,1.56311E-05
cutlery merchant,1,1.56311E-05
cutlery warehouse,1,1.56311E-05
cutter,5,7.81555E-05
cutter and cutler,1,1.56311E-05
cycle (shop) manager,1,1.56311E-05
cycle agent,2,3.12622E-05
cycle and electrical retailer,1,1.56311E-05
cycle and gunsmiths shop owner,1,1.56311E-05
cycle engineer,3,4.68933E-05
cycle maker,1,1.56311E-05
cycle mechanic,1,1.56311E-05
cycle polisher,1,1.56311E-05
cycle repairer,2,3.12622E-05
cyclemaker,2,3.12622E-05
daily cleaner,1,1.56311E-05
daily governess,1,1.56311E-05
dairy,1,1.56311E-05
dairy and grocers shop owner,1,1.56311E-05
dairy assistant,1,1.56311E-05
dairy engineer,1,1.56311E-05
dairy farm worker,1,1.56311E-05
dairy farmer,13,0.000203204
dairy foreman,1,1.56311E-05
dairy hand,3,4.68933E-05
dairy maid,5,7.81555E-05
dairy man,2,3.12622E-05
dairy owner,2,3.12622E-05
dairy servant,1,1.56311E-05
dairy worker,2,3.12622E-05
dairymaid,10,0.000156311
dairymaid and housemaid,1,1.56311E-05
dairyman,72,0.00112544
dairyman [farm worker],2,3.12622E-05
dairyman and cheesemonger,1,1.56311E-05
dairyman farmer,1,1.56311E-05
dairyman's assistant,1,1.56311E-05
dairyman/farmer,1,1.56311E-05
dairyman/milkman,1,1.56311E-05
dairymans assistant,1,1.56311E-05
dairywoman,1,1.56311E-05
damask weaver,3,4.68933E-05
dancer,1,1.56311E-05
dancer (theatre),1,1.56311E-05
dancing teacher,3,4.68933E-05
day girl (domestic),1,1.56311E-05
day labourer,3,4.68933E-05
day maid,1,1.56311E-05
deacon,1,1.56311E-05
deal porter,2,3.12622E-05
deal porter (docker),2,3.12622E-05
dealer,26,0.000406409
dealer (cattle),1,1.56311E-05
dealer in antiques,1,1.56311E-05
dealer in cattle and pigs,1,1.56311E-05
dealer in earthenware,1,1.56311E-05
dealer in fancy goods,1,1.56311E-05
dealer in horseflesh,1,1.56311E-05
dealer in iron,1,1.56311E-05
dealer in old clothes,1,1.56311E-05
dealer in provisions,1,1.56311E-05
"dealer, corn and hay",1,1.56311E-05
"dealer, deceased",1,1.56311E-05
dealerman,1,1.56311E-05
dean,1,1.56311E-05
dean of cathedral,1,1.56311E-05
debt collector,1,1.56311E-05
deck officer in mercantile marine,1,1.56311E-05
deckman,2,3.12622E-05
decorator,52,0.000812818
decorator and glazier,1,1.56311E-05
decorator and housepainter,1,1.56311E-05
"decorator, master",1,1.56311E-05
deer keeper,1,1.56311E-05
delivering milk,1,1.56311E-05
delivery driver,1,1.56311E-05
delivery for dairy producer,1,1.56311E-05
delivery man,1,1.56311E-05
delver,21,0.000328253
dental mechanic,6,9.37866E-05
dental nurse,4,6.25244E-05
dental surgeon,15,0.000234467
dental technician,2,3.12622E-05
dental warehouseman,1,1.56311E-05
dentist,17,0.000265729
dentists assistant,2,3.12622E-05
department manager of construction company,1,1.56311E-05
"department manager, printers",1,1.56311E-05
department store clerk,1,1.56311E-05
department store manager,1,1.56311E-05
department store owner,1,1.56311E-05
department store worker,3,4.68933E-05
departmental manager,2,3.12622E-05
"departmental manager, furnishing store",1,1.56311E-05
dept manager in engineering works,1,1.56311E-05
dept. of works federal govt of canada employee,1,1.56311E-05
deputy,1,1.56311E-05
deputy additional registrar,1,1.56311E-05
deputy assistant commissary general,1,1.56311E-05
deputy borough engineer,1,1.56311E-05
deputy chief commissioner for police,1,1.56311E-05
deputy comissary general,1,1.56311E-05
deputy head in senior school,1,1.56311E-05
deputy headmistress,1,1.56311E-05
deputy in colliery,1,1.56311E-05
deputy medical officer of health,1,1.56311E-05
deputy miner,1,1.56311E-05
deputy overman,1,1.56311E-05
deputy underwriter to insurance company,1,1.56311E-05
"deputy underwriter, marine insurance",1,1.56311E-05
"deputy, coal mining",1,1.56311E-05
designer,5,7.81555E-05
designer in woollen mill,1,1.56311E-05
designer to calico printers,1,1.56311E-05
despatch clerk,1,1.56311E-05
detective inspector,1,1.56311E-05
detective officer,2,3.12622E-05
detective sergeant of police,1,1.56311E-05
development chemist,1,1.56311E-05
development electrical engineer,1,1.56311E-05
diamond buyer,1,1.56311E-05
diamond polisher,1,1.56311E-05
diamond setter,2,3.12622E-05
"diary assistant,",1,1.56311E-05
dictaphone typist/demonstrator,1,1.56311E-05
die sinker,1,1.56311E-05
die-sinker,2,3.12622E-05
dietician,1,1.56311E-05
dining room keeper,1,1.56311E-05
director (grocery chain),1,1.56311E-05
director (managing)in glucose & brewing sugar refi,1,1.56311E-05
director of billiard table makers,1,1.56311E-05
director of carpet works,1,1.56311E-05
director of cloth manufacturers,1,1.56311E-05
director of dairy,1,1.56311E-05
director of education,1,1.56311E-05
director of family cabinet making firm,1,1.56311E-05
director of hosiery manufacturing firm,3,4.68933E-05
director of scientific research (botanist),1,1.56311E-05
director's secretary,1,1.56311E-05
dispatch clerk for food specialists,1,1.56311E-05
dispensary doctor,1,1.56311E-05
dispenser,2,3.12622E-05
dispenser to practice,1,1.56311E-05
displayman,1,1.56311E-05
dissenting minister,6,9.37866E-05
"dissenting minister, methodist",1,1.56311E-05
distiller,6,9.37866E-05
distiller/turpentine,1,1.56311E-05
distillers foreman,1,1.56311E-05
distillery foreman,1,1.56311E-05
distillery maltman,2,3.12622E-05
distillery manager,1,1.56311E-05
distillery worker,2,3.12622E-05
district commissioner,2,3.12622E-05
"district foreman, waterboard",1,1.56311E-05
district nurse,4,6.25244E-05
district officer (colonial civil service),1,1.56311E-05
district railway inspector,1,1.56311E-05
district superintendent assurance co.,3,4.68933E-05
district surveyor,1,1.56311E-05
diving engineer (deep sea diver),1,1.56311E-05
dock & harbour pier master,1,1.56311E-05
dock board traffic clerk,1,1.56311E-05
dock board warehouseman,1,1.56311E-05
dock company weigher,1,1.56311E-05
dock crane driver,1,1.56311E-05
dock engineer,1,1.56311E-05
dock foreman,5,7.81555E-05
dock gateman,1,1.56311E-05
dock goods checker,1,1.56311E-05
dock lab,4,6.25244E-05
dock labourer,12,0.000187573
dock officer,1,1.56311E-05
"dock official, retired",1,1.56311E-05
dock pilot,2,3.12622E-05
dock policeman,1,1.56311E-05
dock superintendent,1,1.56311E-05
dock warehouseman,1,1.56311E-05
dock worker,2,3.12622E-05
docker,3,4.68933E-05
"dockgate man, railway",1,1.56311E-05
dockmaster,1,1.56311E-05
docks clerk,1,1.56311E-05
docks engineer,1,1.56311E-05
docks worker,1,1.56311E-05
dockyard blacksmith,2,3.12622E-05
dockyard bricklayer,1,1.56311E-05
dockyard lab,1,1.56311E-05
dockyard labourer,5,7.81555E-05
dockyard millwright,1,1.56311E-05
dockyard policeman,2,3.12622E-05
dockyard storehouseman,1,1.56311E-05
dockyard worker,3,4.68933E-05
doctor,37,0.000578351
doctor & surgeon,1,1.56311E-05
doctor and surgeon,2,3.12622E-05
doctor at hospital,1,1.56311E-05
doctor of medicine,6,9.37866E-05
doctor of medicine - medical supervisor of t.b. ho,1,1.56311E-05
doctor of physics,1,1.56311E-05
doctors assistantor,1,1.56311E-05
doctors dispenser,1,1.56311E-05
dom servant,4,6.25244E-05
dom service,1,1.56311E-05
domestic,21,0.000328253
domestic assistant,1,1.56311E-05
domestic butler,1,1.56311E-05
domestic chauffeur,1,1.56311E-05
domestic cleaner,1,1.56311E-05
domestic coachman,3,4.68933E-05
domestic cook,36,0.00056272
domestic cowman,1,1.56311E-05
domestic engineer,3,4.68933E-05
domestic engineer (gas and water fitter),1,1.56311E-05
domestic engineer fitter,1,1.56311E-05
domestic gardener,14,0.000218835
domestic help,1,1.56311E-05
domestic helper,1,1.56311E-05
domestic housemaid,4,6.25244E-05
domestic in private service,1,1.56311E-05
domestic lab,1,1.56311E-05
domestic maid,3,4.68933E-05
domestic nurse,1,1.56311E-05
domestic science teacher,4,6.25244E-05
domestic servant,649,0.010144588
domestic servant (cook),2,3.12622E-05
domestic servant (hotel),1,1.56311E-05
domestic servant (housemaid),1,1.56311E-05
domestic servant (parlourmaid),1,1.56311E-05
domestic servant & collar starcher,1,1.56311E-05
domestic servant and nurse,1,1.56311E-05
domestic servant parlour maid,1,1.56311E-05
domestic servant parlour-maid,1,1.56311E-05
domestic servant-housemaid,1,1.56311E-05
"domestic servant, hotel",1,1.56311E-05
domestic servant.,1,1.56311E-05
domestic servant/nurse,1,1.56311E-05
domestic service,57,0.000890973
domestic service [companion],1,1.56311E-05
domestic service on farm,1,1.56311E-05
donkeyman (engineer in woolen mill),1,1.56311E-05
door to door menswear salesman,1,1.56311E-05
door to door salesman,2,3.12622E-05
doper in aeroplane factory,1,1.56311E-05
doubler,1,1.56311E-05
doubler and twister of lace thread,1,1.56311E-05
doubler in tin plate works,1,1.56311E-05
drainer,6,9.37866E-05
drainlayer,1,1.56311E-05
drama teacher,1,1.56311E-05
draper,197,0.003079328
draper (master),2,3.12622E-05
draper / gentlemans outfitter,1,1.56311E-05
draper & gentlemans outfitter,1,1.56311E-05
draper & grocer,1,1.56311E-05
draper and clothier,1,1.56311E-05
draper and department store owner,1,1.56311E-05
draper and haberdasher,1,1.56311E-05
draper and milliner,1,1.56311E-05
draper and outfitter,6,9.37866E-05
draper and postmaster,1,1.56311E-05
draper and tea dealer,1,1.56311E-05
draper travelling,1,1.56311E-05
draper's assistant,4,6.25244E-05
draper's buyer,1,1.56311E-05
draper's manager,1,1.56311E-05
draper's warehouseman,1,1.56311E-05
draper/shop keeper,1,1.56311E-05
draper/shopkeeper,2,3.12622E-05
drapers assistant,31,0.000484564
"drapers assistant, and buyer for shop",1,1.56311E-05
drapers asst,7,0.000109418
drapers clerk,3,4.68933E-05
drapers manager,3,4.68933E-05
drapers merchant,1,1.56311E-05
drapers porter,3,4.68933E-05
drapers representative,1,1.56311E-05
drapers shop assistant,1,1.56311E-05
drapers shop asst,2,3.12622E-05
drapers superintendent,1,1.56311E-05
drapers traveller,1,1.56311E-05
drapers warehouseman,1,1.56311E-05
drapery and furnishings salesman,1,1.56311E-05
drapery assistant,3,4.68933E-05
drapery asst,2,3.12622E-05
drapery business,1,1.56311E-05
drapery manufacturers agent,1,1.56311E-05
drapery salesman,1,1.56311E-05
drapery shop assistant,2,3.12622E-05
drapery store employee,2,3.12622E-05
drapery store worker,1,1.56311E-05
drapery traveller,1,1.56311E-05
draughstman,2,3.12622E-05
draughtsman,12,0.000187573
draughtsman - local stone works,1,1.56311E-05
draughtsman - power supply co.,1,1.56311E-05
draughtsman (engineer),1,1.56311E-05
draughtsman and designer,1,1.56311E-05
draughtsman at royal arsenal,2,3.12622E-05
draughtsman in aircraft factory,1,1.56311E-05
draughtsman in hm dockyard,1,1.56311E-05
draughtsman map maker,1,1.56311E-05
draughtsman of steam locomotives,1,1.56311E-05
"draughtsman, admiralty",2,3.12622E-05
draughtsman/design engineer,1,1.56311E-05
"draughtsmans tracer, motor engineering",1,1.56311E-05
drawer,1,1.56311E-05
drawer in textiles,7,0.000109418
drawer textiles,1,1.56311E-05
drawing and office work,1,1.56311E-05
drawing frame worker,1,1.56311E-05
drawing instrument maker,1,1.56311E-05
"drawing office, eastern electricity",1,1.56311E-05
drawing tenter in a cotton mill,1,1.56311E-05
drayman,11,0.000171942
drayman (brewers),1,1.56311E-05
drayman (railways),1,1.56311E-05
drayman waggoner,1,1.56311E-05
dredger,4,6.25244E-05
dredgerman,4,6.25244E-05
drehermeister,1,1.56311E-05
dresmaker,2,3.12622E-05
dress designer,1,1.56311E-05
dress maker,36,0.00056272
dress maker/seamstress,1,1.56311E-05
dress shop assistant,1,1.56311E-05
dress worker,1,1.56311E-05
dress/bonnet maker,1,1.56311E-05
dresser,1,1.56311E-05
dresser and cloth weaver,1,1.56311E-05
dresser of cotton yarn,1,1.56311E-05
dressmaker,402,0.006283705
dressmaker - alteration hand,1,1.56311E-05
dressmaker/ domestic servant,1,1.56311E-05
"drill instructor, school",1,1.56311E-05
driller,4,6.25244E-05
driller hm dockyard,1,1.56311E-05
driver,12,0.000187573
driver (local authority),1,1.56311E-05
driver / chauffeur,1,1.56311E-05
driver in army,1,1.56311E-05
driver in grain mill,1,1.56311E-05
"driver in royal canadian horse artillery, and iron",1,1.56311E-05
driver in salvage corps,1,1.56311E-05
driver of horse-drawn vehicles & groom,1,1.56311E-05
driver oil salesman,1,1.56311E-05
"driver, royal field artillery",1,1.56311E-05
"driver, trolley busses",1,1.56311E-05
drop stamper,1,1.56311E-05
drover,4,6.25244E-05
"drover, master",1,1.56311E-05
drug grinder,1,1.56311E-05
druggist,19,0.000296991
druggist & chemist,1,1.56311E-05
druggist & surgeon,1,1.56311E-05
druggist and grocer,1,1.56311E-05
druggist drysalter,1,1.56311E-05
druggists assistant,1,1.56311E-05
drugman,2,3.12622E-05
drum setter,1,1.56311E-05
drummer rm,1,1.56311E-05
drummer---commerical traveller,1,1.56311E-05
dry cleaner,2,3.12622E-05
dry cooper,1,1.56311E-05
dry salter,1,1.56311E-05
dry soap maker,1,1.56311E-05
dry stone wall contractor,1,1.56311E-05
drysalter,9,0.00014068
dust contractor,2,3.12622E-05
dustman,1,1.56311E-05
dye worker,1,1.56311E-05
dyer,72,0.00112544
dyer - cloth mill,1,1.56311E-05
dyer & bleacher,1,1.56311E-05
dyer & cleaner ( of cloth),1,1.56311E-05
dyer and cleaner,4,6.25244E-05
dyer and glazier,1,1.56311E-05
dyer and scourer,1,1.56311E-05
dyer cloth merchant,1,1.56311E-05
dyer cloth mill,1,1.56311E-05
"dyer, master",2,3.12622E-05
dyers agent,1,1.56311E-05
dyers lab,1,1.56311E-05
dyers labourer,3,4.68933E-05
dyers operative,1,1.56311E-05
dyers rep,1,1.56311E-05
dyeworks proprietor,1,1.56311E-05
dyker,1,1.56311E-05
dynamo attendant at power station,1,1.56311E-05
"ear, nose & throat doctor",1,1.56311E-05
earl,2,3.12622E-05
earthenware dealer,2,3.12622E-05
earthenware manufacturer,1,1.56311E-05
earthenware printer,4,6.25244E-05
east india co. services,1,1.56311E-05
east india company service,1,1.56311E-05
eating house keeper,3,4.68933E-05
ecclesiastical architect,1,1.56311E-05
ecclesiastical carver,3,4.68933E-05
edge tool farmer,1,1.56311E-05
edge tool forger,4,6.25244E-05
edge tool maker,13,0.000203204
